"","X","r.id","id","institutionCode","collectionCode","ownerInstitutionCode","collectionID","basisOfRecord","occurrenceID","catalogNumber","otherCatalogNumbers","kingdom","phylum","class","order","family","scientificName","taxonID","scientificNameAuthorship","genus","specificEpithet","taxonRank","infraspecificEpithet","identifiedBy","dateIdentified","identificationReferences","identificationRemarks","taxonRemarks","identificationQualifier","typeStatus","recordedBy","recordNumber","eventDate","year","month","day","startDayOfYear","endDayOfYear","verbatimEventDate","occurrenceRemarks","habitat","fieldNumber","informationWithheld","dataGeneralizations","dynamicProperties","associatedTaxa","reproductiveCondition","establishmentMeans","lifeStage","sex","individualCount","preparations","country","stateProvince","county","municipality","locality","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","verbatimCoordinates","georeferencedBy","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","verbatimElevation","disposition","language","recordEnteredBy","modified","rights","rightsHolder","accessRights","recordId","references","scinam"
"48926",53305,60505,"954640","UWGB","VP","","e4db476a-383b-410b-be2a-b796ad6f9926","PreservedSpecimen","5662060c-c654-45af-ae5f-ab91c1a4280c","UWGB32575","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Groves, Kathy","153","37809",2003,7,7,188,188,"","","Disturbed roadside in Populus tremuloides and Acer dominated wood.","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Marinette","","Twp. of Porterfield","",45.14658,-87.75973,"","","45.1465833° N, 87.7597333° W","","GPS unit","","","",NA,NA,NA,NA,NA,"","","","","42713.55903","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:8ee0fcd3-374a-4b79-a8cb-91f1fa49d8b8","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=954640",NA
"49034",53417,60617,"4375524","CHIC","","","80e2f519-b3bd-4f6b-8a7b-0c8df2b3804c","PreservedSpecimen","","11240","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","S. Masi","37886","","","","","","H. Lindon, L. Reich","s.n.","37883",2003,9,19,262,262,"","","Growing densely along roadside; growing on boarder of road at the top of hill, about 50 m from sand dunes","","",NA,"Forb about 2 feet tall, abundant","Verbascum thapsis, Sand grasses,Cirsium sp","FR",NA,"",NA,NA,"","United States","Wisconsin","Sheboygan","","Near Sheboygan Falls near county road V","",43.6726,-87.7153,"NAD-83","","","","","","","",180,NA,NA,NA,NA,"","","","","42010.60486","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:65a8ef1a-c1cd-4b75-811d-6fdf000974f6","http://midwestherbaria.org/portal/collections/individual/index.php?occid=4375524",NA
"49113",53500,60700,"16068","MIN","Plants","","f292c83d-305c-4b22-97cc-cd9c72e2931e","PreservedSpecimen","5e233d66-1737-440c-882a-25cad315fc37","898017","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",5308,"L.","Asclepias","syriaca","species","","","","","","","","","Scott, P.","1768","38191",2004,7,23,205,205,"","","in old clearing (log landing?) ... With Rubus strigosus, Ribes hirtellum, Equisetum sylvaticum, Scirpus cyperinus.","","",NA,"","","",NA,"",NA,NA,"single sheet","United States","Minnesota","Lake","","Lake Co. ... old clearing (log landing?) about 1 mile E of Bogberry lake. T62N R10W sec. 32 NWSWSE.;Superior National Forest;062N;10W;32","",47.81234,-91.62893,"WGS84","800","","mcman110 (2016-03-01 10:26:29)","","georef batch tool 2016-03-01","reviewed - high confidence","",NA,NA,NA,NA,NA,"","","","","43158.44167","http://creativecommons.org/publicdomain/zero/1.0/","J. F. Bell Museum of Natural History","Users are required to adhere to Bell Museum collections policy. Questions may be directed to the curator in charge.","urn:uuid:5e233d66-1737-440c-882a-25cad315fc37","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=16068",NA
"49124",53511,60711,"507300","UWSP","VP","","ffc4344d-4510-4eaa-a029-763171ab66d3","PreservedSpecimen","b14ae530-f95b-11e2-9dec-002590257708","UWSP139161","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Sinkula, Adam","170","38202",2004,8,3,216,216,"","","Found on the edge of a mixed forest.","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Kewaunee","","From Carlton Town Hall, go N 0.5mi on Townhall Rd., turn right onto a private driveway and follow for 0.5mi.","",44.37826,-87.57267,"46486","","T22N R24E sec15","","","","","",NA,NA,NA,NA,NA,"","","","","42438.54375","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:0c858a84-7c03-414a-a2b2-2e69dea9b77f","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=507300",NA
"49125",53512,60712,"a1d0affa-c181-45ae-8798-9561a632fb20","UWSP","vp","uwsp","44b57a28-1eca-48c5-80ea-4179c6e735c0","preservedspecimen","c2bd5936-3be1-493d-b776-2e9984cc49df","","170","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",3170247,"","Asclepias","syriaca","species","","","","","","","","","sinkula, adam","","38202",2004,8,3,216,216,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Kewaunee","","from carlton town hall, go n 0.5mi on townhall rd., turn right onto a private driveway and follow for 0.5mi.","",44.37826,-87.57267,"","","{""lat"": 44.37825585, ""lon"": -87.57266503}","","","","","",NA,NA,NA,NA,NA,"","","","","2018-08-24T10:19:27.547646+00:00","","","","","",NA
"49303",53695,60906,"563a30eb-75b0-404e-81e4-9ac558f48332","UWSP","kanu","ku","","preservedspecimen","050b5bca-ba8b-11e3-8cfe-90b11c41863e","","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",3170247,"","Asclepias","syriaca","species","","","","","","","","","craig c freeman; caleb a morse","","38560",2005,7,27,208,208,"","","","20805","",NA,"","","",NA,"",NA,NA,"","United States","Iowa","Monona","Onawa","onawa, 3.5 mi w","",42.0345,-96.1775,"","","{""lat"": 42.0345, ""lon"": -96.1775}","","","","","",NA,NA,NA,NA,NA,"","","","","2017-08-09T14:32:30.156448+00:00","","","","","",NA
"49418",53811,61030,"594063","SUWS","VP","","247a4612-e9de-4ee0-862d-f0d8457e120c","PreservedSpecimen","aad84882-f95b-11e2-9dec-002590257708","SUWS017696","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Anderson, Derek S.","183","38909",2006,7,11,192,192,"","","Disturbed pipeline area.","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Douglas","","Amnicon Falls State Park","",46.6095,-91.90143,"14903","","T48N R12W sec29","","","","","",NA,NA,NA,NA,NA,"","","","","42438.88611","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:891ac3c8-3382-4369-afdb-4f277fbd3f34","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=594063",NA
"49452",53845,61065,"c6dd7168-6ed6-417b-adf9-52a959c12072","UWSP","kanu","ku","","preservedspecimen","02d8da84-ba8b-11e3-8cfe-90b11c41863e","","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",3170247,"","Asclepias","syriaca","species","","","","","","","","","craig c freeman","","38926",2006,7,28,209,209,"","","","21832","",NA,"","","",NA,"",NA,NA,"","United States","Iowa","Chickasaw","New Hampton","new hampton, 3 mi s, 4 m w","",43.01392,-92.38812,"","","{""lat"": 43.01392, ""lon"": -92.38812}","","","","","",NA,NA,NA,NA,NA,"","","","","2017-08-09T14:32:30.156448+00:00","","","","","",NA
"49699",54096,61326,"612fb4dc-1c2c-417f-b474-548538712527","KU","kanu","ku","","preservedspecimen","0c155ce8-ba8b-11e3-8cfe-90b11c41863e","","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",3170247,"","Asclepias","syriaca","species","","","","","","","","","craig c freeman","","39286",2007,7,23,204,204,"","","","22349","",NA,"","","",NA,"",NA,NA,"","United States","Iowa","Buchanan","Brandon","brandon, 1 mi s, 3.5 mi e; e. j. eugene dearbower sand prairie","",42.29792,-91.92623,"","","{""lat"": 42.29792, ""lon"": -91.92623}","","","","","",NA,NA,NA,NA,NA,"","","","","2017-08-09T14:32:30.156448+00:00","","","","","",NA
"49708",54105,61335,"10c44482-e879-46a3-b77f-ee7323a816f3","MIN","kanu","ku","","preservedspecimen","03381e67-ba8b-11e3-8cfe-90b11c41863e","","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",3170247,"","Asclepias","syriaca","species","","","","","","","","","craig c freeman","","39289",2007,7,26,207,207,"","","","22444","",NA,"","","",NA,"",NA,NA,"","United States","Iowa","Chickasaw","Nashua","nashua, veterans memorial park","",42.956,-92.53633,"","","{""lat"": 42.956, ""lon"": -92.53633}","","","","","",NA,NA,NA,NA,NA,"","","","","2017-08-09T14:32:30.156448+00:00","","","","","",NA
"49843",54249,61484,"17312ae4-48ed-443f-99a3-8139eaabbe29","UWSP","kanu","ku","","preservedspecimen","053b98b9-ba8b-11e3-8cfe-90b11c41863e","","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",3170247,"","Asclepias","syriaca","species","","","","","","","","","craig c freeman","","39663",2008,8,3,216,216,"","","","23131","",NA,"","","",NA,"",NA,NA,"","United States","Iowa","Fayette","Maynard","maynard, n side of town","",42.77904,-91.88089,"","","{""lat"": 42.77904, ""lon"": -91.88089}","","","","","",NA,NA,NA,NA,NA,"","","","","2017-08-09T14:32:30.156448+00:00","","","","","",NA
"49856",54263,61499,"4392135","CHIC","","","80e2f519-b3bd-4f6b-8a7b-0c8df2b3804c","PreservedSpecimen","","14142","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","Megan A. Jensen","39948","","","","","","Megan A. Jensen","802","39669",2008,8,9,222,222,"","","Common in ditch","","",NA,"Pink flowers; just beginning to fruit","","FL",NA,"",NA,NA,"","United States","Minnesota","Douglas","","Sandy Hill Road","",45.84,-95.75,"WGS-84","","","","","","","",394,NA,NA,NA,NA,"","","","","42010.60486","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:53b29701-623a-49df-9596-f4cbac8b1800","http://midwestherbaria.org/portal/collections/individual/index.php?occid=4392135",NA
"49898",54305,61541,"609","MIN","Plants","","f292c83d-305c-4b22-97cc-cd9c72e2931e","PreservedSpecimen","dc8849be-0c9f-4c5c-bac5-a2a0968a1674","907684","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",5308,"L.","Asclepias","syriaca","species","","","","","","","","","Smith, Welby","31243","39681",2008,8,21,234,234,"","","In sand/gravel fill at the edge of the road. Associated with Galeopsis tetrahit var. tetrahit, Heracleum lanatum, Rhus glabra, Pteridium aquilinum var. latiusculum.","","",NA,"","","",NA,"",NA,NA,"single sheet","United States","Minnesota","Beltrami","","Red Lake Wildlife Management Area. Beltrami County...At the west end of the road that skirts the north shore of Upper Red Lake, about 12 miles west of  Highway 72 in waskish...T 155N R 32W SE1/4 of SW1/4 of Sec 31. 155N 32W 31","",48.19694,-94.80972,"","",",;collector","","","","","",NA,NA,NA,NA,NA,"","","","","43158.44167","http://creativecommons.org/publicdomain/zero/1.0/","J. F. Bell Museum of Natural History","Users are required to adhere to Bell Museum collections policy. Questions may be directed to the curator in charge.","urn:uuid:dc8849be-0c9f-4c5c-bac5-a2a0968a1674","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=609",NA
"49996",54405,61648,"19330696","USF","Herb","","eefc8d2f-42bb-4ba2-92d7-52a4290a6fac","PreservedSpecimen","8B177A3C-BAE6-41FE-8CC6-F96C08125D9C","266648","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","S. R. Hill","2009","","","","","","S. R. Hill","38274","40003",2009,7,9,190,190,"40003","","NW margin of somewhat elevated, marshy wetland, disturbed glacial terrain; with Salix, Cornus, and Ulmus.","","",NA,"{""habit"":""Common perennial herb 1.5-2 m tall, with abundant milky sap; leaves longer and narrower than most specimen; flowers dull pinkish.""}","","Flower",NA,"",NA,NA,"","United States","Wisconsin","Walworth","","NE side of Williams Road at S side of Old South Road, 0.8 mi. E of Genoa City. T1N, R18E, Sec. 36, SE¼.","",42.4979,-88.3137,"","","","","","","","",NA,NA,NA,NA,NA,"","","en","","43630.69514","http://creativecommons.org/licenses/by/3.0/","","","urn:uuid:83ea90c3-7760-4563-b77c-dcfc98e28f62","http://midwestherbaria.org/portal/collections/individual/index.php?occid=19330696",NA
"49998",54407,61650,"877858","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","cd404500-f95b-11e2-9dec-002590257708","v0258005WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Williams, Andrew H.","2009-03","40003",2009,7,9,190,190,"","","Open roadside, beside hyw.","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Clark","","Beside Hwy 95","",44.45835,-90.67034,"184246","1138","T23N R02W sec19","","","GEODISC 2.1 WI Dept. of Natl. Res., Geographic Services Section","","Latitude/Longitude was derived from the Township, Range, Section location. This causes an imprecision.",NA,NA,NA,NA,NA,"","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:07251005-336d-45b8-833d-f155d575a61b","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=877858",NA
"49999",54408,61651,"7082863","ILLS","","","b01784c6-c5d7-11e4-b6af-00163e00498d","PreservedSpecimen","","","251512","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","","","","","Det.: S.R.Hill, (ILLS) 2009","","","Steven R. Hill","38274","40003",2009,7,9,190,190,"","","Glacial terrain, disturbed. Northwest margin of marshy wetland, Salix, Cornus, Ulmus, somewhat elevated.; Flowers dull pinkish; common perennial herb 1.5-2 meters tall, abundant milky sap. (leaves longer and narrower than most).","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Walworth","","0.8 mile east of Genoa City. Northeast side of Williams Road at south side of Old South Road. Genoa City 7.5äó» topographic quadrangle. Coordinate Datum: WGS84/NAD83.","Genoa City",42.49794,-88.31366,"","","T. 1N, R.18 E, SE 1/4 Sect. 36.; 42.49794, -88.31366","","","","","",259,NA,NA,NA,NA,"850 ft.","","","","42201.78125","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:9a36614d-e579-4982-adfa-06db7e36a6b9","http://midwestherbaria.org/portal/collections/individual/index.php?occid=7082863",NA
"50000",54409,61652,"661497ac-ce01-429c-b78b-d8eb8a9298f5","ILLS","","ills","b01784c6-c5d7-11e4-b6af-00163e00498d","preservedspecimen","9a36614d-e579-4982-adfa-06db7e36a6b9","","38274","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",3170247,"","Asclepias","syriaca","species","","","","","","","","","steven r. hill","","40003",2009,7,9,190,190,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Walworth","","0.8 mile east of genoa city. northeast side of williams road at south side of old south road. genoa city 7.5äó» topographic quadrangle. coordinate datum: wgs84/nad83.","",42.49794,-88.31366,"","","{""lat"": 42.49794, ""lon"": -88.31366}","","","","","",NA,259,NA,NA,NA,"","","","","2018-08-24T10:38:56.047928+00:00","","","","","",NA
"50150",54573,61827,"170fdc21-de61-4252-b7e4-d8210d895ae0","UWSP","vp","uwsp","44b57a28-1eca-48c5-80ea-4179c6e735c0","preservedspecimen","1a476f84-a131-4d12-9e9f-81437743b881","","2010:765","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",3170247,"","Asclepias","syriaca","species","","","","","","","","","wagner, matthew l.; nemec, joshua","","40353",2010,6,24,175,175,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Florence","","chequamegon-nicolet national forest. forest road 2855","",45.93239,-88.51287,"","","{""lat"": 45.93239142, ""lon"": -88.51287157}","","","","","",NA,NA,NA,NA,NA,"","","","","2018-08-24T10:19:27.547646+00:00","","","","","",NA
"50151",54574,61828,"512778","UWSP","VP","","ffc4344d-4510-4eaa-a029-763171ab66d3","PreservedSpecimen","b1c74814-f95b-11e2-9dec-002590257708","UWSP159121","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","","","","","","","","Wagner, Matthew L.; Nemec, Joshua","2010:765","40353",2010,6,24,175,175,"","","Northern mesic hardwood forest along road.","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Florence","","Chequamegon-Nicolet National Forest. Forest Road 2855","",45.93239,-88.51287,"49430","","T40N R16E sec20","","","","","",NA,NA,NA,NA,NA,"","","","","42438.54375","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:51a61e13-91b1-4c83-b44a-08ebf0d0cf5e","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=512778",NA
"50333",54761,62021,"619325","WIS","VP","","5ab46e25-26bb-4b06-86d8-af7faf631efe","PreservedSpecimen","8629b150-226e-4ef8-8c3d-cfb03d960d72","v0264029WIS","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",2644,"L.","Asclepias","syriaca","species","","Alverson, William S.","40848","","","","","","Alverson, William S.","DOB0064","40707",2011,6,13,164,164,"","","","","",NA,"","","",NA,"",NA,NA,"","United States","Wisconsin","Dane","","Madison, Capitol City Bike Trail","",43.03835,-89.35434,"","","43° 2' 18.07"" N, 89° 21' 15.62"" W","","","","","",NA,NA,NA,NA,NA,"","","","","43335.64375","http://creativecommons.org/publicdomain/zero/1.0/","","","urn:uuid:56f9a93b-de9d-4725-b570-0f7efd4c88bc","http://wisflora.herbarium.wisc.edu/collections/individual/index.php?occid=619325",NA
"50532",54962,62223,"6489453","NY","","","b39167b5-1732-4bbf-aeda-9b8ede470fbd","PreservedSpecimen","5dfedc1a-30ce-411e-8449-39b0cdd9d638","1745260","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",73315,"L.","Asclepias","syriaca","species","","D. E. Atha","2012","","","","","","D. E. Atha","11414","40753",2011,7,29,210,210,"40753","","Early successional growth around industrial area","","",NA,"","","",NA,"",NA,NA,"sheet","United States","Minnesota","Saint Louis","","Town of Virginia","",47.51251,-92.56153,"","","","","","","","",461,461,NA,NA,NA,"ca 1512 ft","","en","","42640","http://creativecommons.org/licenses/by-nc/3.0/","","","urn:uuid:91551908-13db-4a0a-9e68-34f5d178b7d8","http://midwestherbaria.org/portal/collections/individual/index.php?occid=6489453",NA
"51060",55499,62765,"200151","MIN","Plants","","f292c83d-305c-4b22-97cc-cd9c72e2931e","PreservedSpecimen","740c827b-00be-4cb6-9936-40aa3adaa46e","937678","","Plantae","Spermatophyta","Magnoliopsida","Gentianales","Apocynaceae","Asclepias syriaca",5308,"L.","Asclepias","syriaca","species","","","","","","","","","Gerdes, Lynden B.","6638","41114",2012,7,24,206,206,"","","Persisting at abandoned trailer housing location with Centaurea stobe, Anaphalis margaritacea, Rudbeckia hirta, Leucanthemum vulgare, Bromus inermis, etc.","","",NA,"","","",NA,"",NA,NA,"","United States","Minnesota","Lake","","Approximately 5.72 miles northwest of Isabella, MN. Old location of the Environmental Learning Center in vicinity of staff trailer locations.;Superior National Forest;060N;09W;27","",47.65639,-91.46056,"","","47.656389° N,91.460556° W;collector","","","","","",NA,NA,NA,NA,NA,"","","","","42383.66111","http://creativecommons.org/publicdomain/zero/1.0/","J. F. Bell Museum of Natural History","Users are required to adhere to Bell Museum collections policy. Questions may be directed to the curator in charge.","urn:uuid:740c827b-00be-4cb6-9936-40aa3adaa46e","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=200151",NA
